BMT,Brighton,Brighton-Av M,40.617618,-73.959399,B,Q,,,,,,,,,,Door,NO,,NO,NONE,,FALSE,,TRUE,East 16 St,Avenue M,NW,2,40.61814,-73.95946,"(40.617618, -73.959399)","(40.618140, -73.959460)"
BMT,Brighton,Brighton-Av U,40.5993,-73.955929,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,15th St,Avenue U,SE,2,40.598991,-73.955828,"(40.5993, -73.955929)","(40.598991, -73.955828)"
BMT,Brighton,Brighton-Beverly Rd,40.644031,-73.964492,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,Marlborough Rd,Beverly Rd,SE,2,40.644272,-73.964528,"(40.644031, -73.964492)","(40.644272, -73.964528)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Branch 6 St,Brighton Beach Rd,NW,1,40.577656,-73.961792,"(40.577621, -73.961376)","(40.577656, -73.961792)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Branch 6 St,Brighton Beach Rd,NW,2,40.577618,-73.961994,"(40.577621, -73.961376)","(40.577618, -73.961994)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Branch 6 St,Brighton Beach Rd,SW,1,40.577425,-73.961719,"(40.577621, -73.961376)","(40.577425, -73.961719)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Branch 6 St,Brighton Beach Rd,SW,2,40.577387,-73.961912,"(40.577621, -73.961376)","(40.577387, -73.961912)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Branch 7 St,Brighton Beach Rd,NE,2,40.577931,-73.960524,"(40.577621, -73.961376)","(40.577931, -73.960524)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Branch 7 St,Brighton Beach Rd,SE,1,40.577746,-73.960231,"(40.577621, -73.961376)","(40.577746, -73.960231)"
BMT,Brighton,Brighton-Brighton Beach,40.577621,-73.961376,B,Q,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Branch 7 St,Brighton Beach Rd,SE,2,40.577697,-73.960438,"(40.577621, -73.961376)","(40.577697, -73.960438)"
BMT,Brighton,Brighton-Church Av,40.650527,-73.962982,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,18th St,Church Ave,NW,2,40.649427,-73.963356,"(40.650527, -73.962982)","(40.649427, -73.963356)"
BMT,Brighton,Brighton-Church Av,40.650527,-73.962982,B,Q,,,,,,,,,,Door,YES,,YES,NONE,,FALSE,,TRUE,St. Pauls Pl,Caton Ave,SE,2,40.651482,-73.962732,"(40.650527, -73.962982)","(40.651482, -73.962732)"
BMT,Brighton,Brighton-Cortelyou Rd,40.640927,-73.963891,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,Marlborough Rd,Cortelyou Rd,SE,2,40.641314,-73.963996,"(40.640927, -73.963891)","(40.641314, -73.963996)"
BMT,Brighton,Brighton-Kings Highway,40.60867,-73.957734,B,Q,,,,,,,,,,Door,YES,,YES,NONE,,FALSE,,TRUE,15th St,Kings Hwy,NE,2,40.609062,-73.957808,"(40.60867, -73.957734)","(40.609062, -73.957808)"
BMT,Brighton,Brighton-Kings Highway,40.60867,-73.957734,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,15th St,Kings Hwy,SE,2,40.608835,-73.957769,"(40.60867, -73.957734)","(40.608835, -73.957769)"
BMT,Brighton,Brighton-Neck Rd,40.595246,-73.955161,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,15th St,Gravesend Neck Rd,NE,2,40.59502,-73.95512,"(40.595246, -73.955161)","(40.595020, -73.955120)"
BMT,Brighton,Brighton-Newkirk Av,40.635082,-73.962793,B,Q,,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,Marlborough Rd,Newkirk Ave,SE,2,40.635034,-73.962736,"(40.635082, -73.962793)","(40.635034, -73.962736)"
BMT,Brighton,Brighton-Ocean Parkway,40.576312,-73.968501,Q,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Ocean Pkwy,Brighton Beach Rd,NE,1,40.576445,-73.967591,"(40.576312, -73.968501)","(40.576445, -73.967591)"
BMT,Brighton,Brighton-Ocean Parkway,40.576312,-73.968501,Q,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Ocean Pkwy,Brighton Beach Rd,NE,2,40.576423,-73.967894,"(40.576312, -73.968501)","(40.576423, -73.967894)"
